sample_id,timestamp,ax,ay,az,gx,gy,gz,label
1,1774316912.1936965,2.35,1.79,-4.83,0.25,1.03,0.2,swipe_down
1,1774316912.2119963,2.43,1.58,-5.24,-0.04,1.65,0.19,swipe_down
1,1774316912.213423,2.72,0.94,-5.37,-0.42,2.37,0.11,swipe_down
1,1774316912.2247431,2.44,0.22,-4.53,-0.86,3.18,-0.06,swipe_down
1,1774316912.235973,1.33,-0.46,-2.51,-1.41,3.97,-0.3,swipe_down
1,1774316912.2428095,-0.36,-1.24,0.29,-2.01,4.62,-0.51,swipe_down
1,1774316912.2550213,-2.42,-2.16,3.51,-2.47,5.01,-0.64,swipe_down
1,1774316912.2632506,-4.38,-3.02,7.15,-2.61,5.13,-0.63,swipe_down
1,1774316912.274708,-6.2,-3.87,10.81,-2.37,5.01,-0.51,swipe_down
1,1774316912.2829125,-8.07,-4.28,14.76,-1.92,4.64,-0.34,swipe_down
1,1774316912.2962883,-9.08,-4.66,17.74,-1.48,4.08,-0.26,swipe_down
1,1774316912.3026628,-9.72,-4.34,19.58,-1.24,3.36,-0.24,swipe_down
1,1774316912.3159065,-9.65,-4.24,20.03,-1.3,2.78,-0.28,swipe_down
1,1774316912.323609,-9.14,-3.78,19.77,-1.55,2.43,-0.4,swipe_down
1,1774316912.3351004,-8.9,-3.32,19.52,-1.8,2.37,-0.54,swipe_down
1,1774316912.3433535,-10.71,-3.91,19.85,-1.73,2.44,-0.93,swipe_down
1,1774316912.3546662,-10.67,-3.41,21.48,-1.21,2.43,-1.57,swipe_down
1,1774316912.3662758,-9.88,-2.61,24.34,-1.08,2.55,-0.86,swipe_down
1,1774316912.3728273,-11.31,-2.16,25.62,-0.92,2.05,0.17,swipe_down
1,1774316912.3850396,-14.14,-1.97,25.1,-0.48,1.43,0.68,swipe_down
1,1774316912.3925793,-16.36,-3.21,23.26,0.33,1.0,0.14,swipe_down
1,1774316912.4075646,-13.42,-2.07,23.35,1.08,0.91,-0.61,swipe_down
1,1774316912.413593,-9.04,-0.61,23.1,1.13,0.8,-0.4,swipe_down
1,1774316912.4283354,-7.68,-0.12,21.49,1.02,0.62,0.2,swipe_down
1,1774316912.432522,-8.56,0.51,19.87,0.93,0.47,0.51,swipe_down
1,1774316912.4438236,-8.94,1.13,19.0,0.77,0.31,0.62,swipe_down
1,1774316912.4555368,-8.61,0.93,17.77,0.59,0.13,0.57,swipe_down
1,1774316912.463584,-7.92,0.21,16.19,0.46,-0.05,0.39,swipe_down
1,1774316912.4754283,-7.1,-0.37,14.82,0.34,-0.22,0.16,swipe_down
1,1774316912.483607,-6.42,-0.36,13.33,0.2,-0.35,-0.07,swipe_down
1,1774316912.498538,-5.64,0.0,11.88,0.1,-0.43,-0.26,swipe_down
1,1774316912.5031188,-4.8,0.28,10.66,0.07,-0.44,-0.32,swipe_down
1,1774316912.5145178,-4.18,0.5,9.79,0.09,-0.4,-0.26,swipe_down
1,1774316912.5270786,-3.95,0.62,9.22,0.1,-0.32,-0.12,swipe_down
1,1774316912.532641,-3.83,0.55,8.67,0.1,-0.25,0.02,swipe_down
1,1774316912.5515463,-3.92,0.37,8.41,0.1,-0.2,0.13,swipe_down
1,1774316912.5535767,-4.13,0.18,8.44,0.06,-0.19,0.18,swipe_down
1,1774316912.5638974,-4.29,-0.06,8.38,0.01,-0.22,0.15,swipe_down
1,1774316912.575213,-4.3,-0.27,8.36,-0.02,-0.25,0.06,swipe_down
1,1774316912.5865078,-4.1,-0.4,8.26,-0.04,-0.28,-0.05,swipe_down
1,1774316912.6002557,-3.97,-0.35,8.28,-0.04,-0.3,-0.12,swipe_down
1,1774316912.6033006,-3.83,-0.22,8.07,-0.03,-0.29,-0.16,swipe_down
1,1774316912.6174872,-3.68,-0.1,7.79,0.02,-0.23,-0.16,swipe_down
1,1774316912.6239052,-3.53,0.03,7.66,0.1,-0.13,-0.14,swipe_down
1,1774316912.635317,-3.36,0.09,7.7,0.16,0.0,-0.09,swipe_down
1,1774316912.647308,-3.35,0.12,7.85,0.2,0.12,-0.03,swipe_down
1,1774316912.6551363,-3.63,0.08,8.32,0.2,0.2,0.02,swipe_down
1,1774316912.6668684,-4.08,-0.03,8.96,0.17,0.23,0.03,swipe_down
1,1774316912.6730342,-4.37,-0.12,9.5,0.11,0.2,0.02,swipe_down
1,1774316912.6866813,-4.56,-0.15,9.78,0.05,0.13,0.02,swipe_down
1,1774316912.6924284,-4.52,-0.19,9.97,-0.01,0.06,0.01,swipe_down
1,1774316912.7048028,-4.37,-0.32,9.98,-0.05,0.01,0.01,swipe_down
1,1774316912.716333,-4.26,-0.39,9.88,-0.07,-0.02,-0.01,swipe_down
1,1774316912.7240736,-4.17,-0.36,9.82,-0.08,-0.01,-0.04,swipe_down
1,1774316912.7393208,-4.07,-0.22,9.71,-0.07,0.03,-0.06,swipe_down
1,1774316912.7434094,-3.97,-0.11,9.7,-0.06,0.09,-0.06,swipe_down
1,1774316912.7562633,-4.11,-0.03,9.95,-0.04,0.12,-0.04,swipe_down
1,1774316912.7645812,-4.4,-0.04,10.34,-0.04,0.12,-0.0,swipe_down
1,1774316912.7735672,-4.6,-0.11,10.6,-0.05,0.06,0.02,swipe_down
1,1774316912.785061,-4.77,-0.14,10.73,-0.06,-0.03,0.04,swipe_down
1,1774316912.7969813,-4.78,-0.18,10.64,-0.06,-0.12,0.06,swipe_down
1,1774316912.808587,-4.57,-0.2,10.32,-0.06,-0.2,0.07,swipe_down
1,1774316912.8140848,-4.34,-0.31,9.93,-0.05,-0.22,0.06,swipe_down
1,1774316912.8294828,-4.02,-0.38,9.53,-0.04,-0.21,0.05,swipe_down
1,1774316912.8336098,-3.76,-0.4,9.28,-0.03,-0.16,0.02,swipe_down
1,1774316912.8475773,-3.59,-0.31,9.08,-0.03,-0.09,-0.01,swipe_down
1,1774316912.8541954,-3.59,-0.25,9.06,-0.04,-0.03,-0.03,swipe_down
1,1774316912.8653917,-3.65,-0.21,9.19,-0.05,0.01,-0.04,swipe_down
1,1774316912.8775773,-3.9,-0.19,9.46,-0.06,0.01,-0.03,swipe_down
1,1774316912.8826723,-4.21,-0.21,9.78,-0.06,-0.03,-0.01,swipe_down
1,1774316912.8932204,-4.27,-0.25,9.81,-0.05,-0.1,0.0,swipe_down
1,1774316912.9061792,-4.21,-0.31,9.65,-0.04,-0.15,0.01,swipe_down
1,1774316912.9164407,-4.1,-0.35,9.43,-0.02,-0.18,0.01,swipe_down
1,1774316912.9231284,-3.9,-0.37,9.18,-0.01,-0.16,0.01,swipe_down
1,1774316912.9341757,-3.65,-0.27,8.97,-0.0,-0.11,0.0,swipe_down
1,1774316912.9458828,-3.52,-0.24,8.95,-0.0,-0.03,-0.0,swipe_down
1,1774316912.9563618,-3.59,-0.25,9.08,-0.01,0.04,-0.0,swipe_down
1,1774316912.9672756,-3.71,-0.31,9.29,-0.02,0.08,-0.0,swipe_down
1,1774316912.9754698,-3.9,-0.33,9.46,-0.04,0.09,-0.01,swipe_down
1,1774316912.9887795,-4.27,-0.3,9.81,-0.04,0.06,-0.0,swipe_down
1,1774316912.9931824,-4.47,-0.31,10.03,-0.04,-0.0,-0.0,swipe_down
1,1774316913.0048513,-4.4,-0.32,9.92,-0.03,-0.07,0.0,swipe_down
1,1774316913.0171072,-4.32,-0.25,9.75,-0.02,-0.11,0.01,swipe_down
1,1774316913.0230186,-4.21,-0.18,9.69,-0.02,-0.12,0.0,swipe_down
1,1774316913.038791,-4.04,-0.14,9.57,-0.03,-0.11,0.0,swipe_down
1,1774316913.043094,-3.79,-0.16,9.43,-0.03,-0.08,0.01,swipe_down
1,1774316913.052869,-3.63,-0.2,9.35,-0.03,-0.03,0.02,swipe_down
1,1774316913.0644672,-3.52,-0.25,9.3,-0.04,0.03,0.01,swipe_down
1,1774316913.075669,-3.56,-0.32,9.37,-0.05,0.07,0.0,swipe_down
1,1774316913.0879304,-3.8,-0.37,9.61,-0.05,0.08,-0.0,swipe_down
1,1774316913.0935042,-4.02,-0.38,9.76,-0.04,0.06,-0.01,swipe_down
1,1774316913.1055887,-4.09,-0.31,9.8,-0.01,0.03,-0.01,swipe_down
1,1774316913.1138835,-4.1,-0.24,9.77,0.02,-0.01,-0.0,swipe_down
1,1774316913.1241803,-4.08,-0.18,9.73,0.03,-0.03,0.01,swipe_down
1,1774316913.1329644,-3.96,-0.13,9.62,0.02,-0.03,0.01,swipe_down
1,1774316913.1442068,-3.83,-0.13,9.47,0.01,-0.02,0.01,swipe_down
1,1774316913.153622,-3.76,-0.14,9.48,0.0,0.0,-0.0,swipe_down
1,1774316913.1662133,-3.77,-0.14,9.49,-0.01,0.03,-0.01,swipe_down
1,1774316913.1745887,-3.8,-0.14,9.51,-0.02,0.05,-0.02,swipe_down
1,1774316913.1829107,-3.88,-0.13,9.57,-0.01,0.05,-0.02,swipe_down
1,1774316913.193838,-3.99,-0.13,9.68,-0.01,0.04,-0.02,swipe_down
1,1774316913.2046468,-4.02,-0.18,9.68,-0.0,0.02,-0.01,swipe_down
1,1774316913.2163,-4.07,-0.19,9.66,-0.0,0.0,-0.01,swipe_down
1,1774316913.2245085,-4.05,-0.2,9.6,-0.0,-0.0,-0.01,swipe_down
1,1774316913.2326813,-4.01,-0.19,9.6,-0.01,-0.0,-0.02,swipe_down
1,1774316913.2463105,-3.94,-0.18,9.55,-0.01,0.0,-0.03,swipe_down
1,1774316913.2527387,-3.88,-0.17,9.44,-0.0,0.02,-0.03,swipe_down
1,1774316913.2630677,-3.89,-0.11,9.48,0.0,0.04,-0.02,swipe_down
1,1774316913.2744727,-3.97,-0.12,9.65,-0.0,0.03,-0.01,swipe_down
1,1774316913.284841,-3.94,-0.15,9.66,-0.01,0.02,-0.01,swipe_down
1,1774316913.2965045,-3.92,-0.19,9.64,-0.01,0.01,-0.01,swipe_down
1,1774316913.3046758,-3.89,-0.2,9.64,-0.03,0.0,-0.03,swipe_down
1,1774316913.3150947,-3.88,-0.21,9.62,-0.04,-0.0,-0.05,swipe_down
1,1774316913.325279,-3.86,-0.15,9.55,-0.05,0.0,-0.05,swipe_down
1,1774316913.336489,-3.86,-0.11,9.53,-0.05,0.01,-0.05,swipe_down
1,1774316913.3440926,-3.83,-0.06,9.54,-0.04,0.02,-0.05,swipe_down
1,1774316913.3555028,-3.83,-0.09,9.58,-0.03,0.03,-0.03,swipe_down
1,1774316913.3627245,-3.88,-0.06,9.66,-0.02,0.03,-0.02,swipe_down
1,1774316913.3771524,-3.9,-0.04,9.62,-0.02,0.02,-0.01,swipe_down
1,1774316913.382577,-3.86,0.04,9.65,-0.02,0.02,-0.01,swipe_down
1,1774316913.3962002,-3.82,0.03,9.51,-0.03,0.02,-0.0,swipe_down
1,1774316913.4032962,-3.83,0.01,9.51,-0.04,0.04,-0.0,swipe_down
2,1774316915.866214,2.01,-1.0,10.17,0.01,-0.09,-0.01,swipe_down
2,1774316915.8740385,1.94,-0.99,10.08,0.03,-0.11,-0.03,swipe_down
2,1774316915.8882072,2.01,-1.07,9.86,0.04,-0.11,-0.05,swipe_down
2,1774316915.8964617,2.01,-1.13,9.67,0.07,-0.11,-0.06,swipe_down
2,1774316915.906773,2.05,-1.1,9.53,0.09,-0.1,-0.06,swipe_down
2,1774316915.916509,2.09,-1.12,9.33,0.11,-0.1,-0.06,swipe_down
2,1774316915.9236114,2.11,-1.18,9.14,0.13,-0.1,-0.05,swipe_down
2,1774316915.9413474,2.08,-1.26,8.93,0.16,-0.09,-0.05,swipe_down
2,1774316915.945985,2.06,-1.4,8.77,0.19,-0.09,-0.06,swipe_down
2,1774316915.9537966,2.1,-1.53,8.68,0.24,-0.11,-0.08,swipe_down
2,1774316915.9669285,2.1,-1.6,8.49,0.28,-0.15,-0.11,swipe_down
2,1774316915.9733248,2.11,-1.59,8.19,0.31,-0.2,-0.14,swipe_down
2,1774316915.99008,2.2,-1.56,7.82,0.35,-0.24,-0.17,swipe_down
2,1774316915.9944088,2.31,-1.65,7.35,0.43,-0.28,-0.19,swipe_down
2,1774316916.0074408,2.62,-1.68,6.88,0.53,-0.3,-0.18,swipe_down
2,1774316916.017267,2.86,-1.73,6.34,0.67,-0.33,-0.16,swipe_down
2,1774316916.0227344,2.87,-1.7,5.8,0.8,-0.3,-0.14,swipe_down
2,1774316916.0341659,2.96,-1.37,5.36,0.89,-0.27,-0.16,swipe_down
2,1774316916.0432909,3.12,-0.88,5.1,0.91,-0.2,-0.22,swipe_down
2,1774316916.0540307,3.28,-0.49,4.75,0.89,-0.14,-0.29,swipe_down
2,1774316916.062862,3.37,-0.07,4.56,0.83,-0.1,-0.34,swipe_down
2,1774316916.0742278,3.42,0.07,4.36,0.75,-0.08,-0.37,swipe_down
2,1774316916.086151,3.58,0.06,3.91,0.66,-0.05,-0.39,swipe_down
2,1774316916.0935638,3.61,0.04,3.53,0.61,-0.0,-0.41,swipe_down
2,1774316916.1081803,3.64,-0.04,3.07,0.58,0.07,-0.44,swipe_down
2,1774316916.1127577,3.82,0.03,2.35,0.57,0.16,-0.47,swipe_down
2,1774316916.1291502,3.83,0.33,1.78,0.61,0.26,-0.49,swipe_down
2,1774316916.133393,3.72,0.89,1.54,0.63,0.35,-0.5,swipe_down
2,1774316916.1445956,3.16,1.22,1.29,0.58,0.53,-0.49,swipe_down
2,1774316916.1533954,2.43,1.88,1.27,0.45,0.74,-0.49,swipe_down
2,1774316916.16482,2.16,2.15,0.97,0.26,0.98,-0.47,swipe_down
2,1774316916.1766307,2.1,1.95,0.4,0.06,1.29,-0.4,swipe_down
2,1774316916.1844962,1.67,1.33,-0.08,-0.16,1.68,-0.31,swipe_down
2,1774316916.1955042,0.87,1.03,-0.12,-0.37,2.1,-0.32,swipe_down
2,1774316916.2029572,-0.1,1.02,0.25,-0.62,2.51,-0.38,swipe_down
2,1774316916.2169273,-1.0,1.18,0.99,-0.87,2.93,-0.5,swipe_down
2,1774316916.2233758,-1.81,1.25,1.74,-1.14,3.31,-0.59,swipe_down
2,1774316916.2330973,-2.95,1.37,3.12,-1.43,3.6,-0.53,swipe_down
2,1774316916.2443838,-4.13,0.75,4.67,-1.62,3.83,-0.36,swipe_down
2,1774316916.2541685,-5.49,-0.23,5.96,-1.63,3.98,-0.12,swipe_down
2,1774316916.2633243,-6.83,-1.41,7.25,-1.51,4.05,0.09,swipe_down
2,1774316916.2739298,-7.69,-2.74,8.34,-1.3,4.13,0.18,swipe_down
2,1774316916.2846258,-8.11,-3.47,9.34,-1.05,4.22,0.14,swipe_down
2,1774316916.2951527,-8.23,-3.22,10.59,-0.87,4.33,-0.03,swipe_down
2,1774316916.3068407,-8.32,-2.86,11.82,-0.79,4.4,-0.24,swipe_down
2,1774316916.3153393,-8.51,-2.47,13.32,-0.78,4.37,-0.42,swipe_down
2,1774316916.3258638,-8.66,-2.33,14.87,-0.8,4.2,-0.46,swipe_down
2,1774316916.3374085,-8.65,-2.4,16.02,-0.78,3.91,-0.43,swipe_down
2,1774316916.3475466,-8.66,-2.35,16.72,-0.69,3.58,-0.36,swipe_down
2,1774316916.354533,-8.93,-2.43,17.28,-0.55,3.26,-0.28,swipe_down
2,1774316916.3673794,-9.03,-2.72,17.88,-0.34,2.96,-0.25,swipe_down
2,1774316916.3729224,-9.16,-2.5,18.59,-0.09,2.69,-0.21,swipe_down
2,1774316916.3854861,-9.54,-2.05,19.04,0.17,2.43,-0.19,swipe_down
2,1774316916.3929648,-9.81,-1.37,19.16,0.41,2.19,-0.18,swipe_down
2,1774316916.4050868,-10.17,-0.67,19.19,0.59,1.96,-0.17,swipe_down
2,1774316916.414595,-10.63,-0.03,19.12,0.72,1.79,-0.16,swipe_down
2,1774316916.427384,-10.98,0.53,18.91,0.82,1.64,-0.18,swipe_down
2,1774316916.4362905,-10.88,1.04,18.48,0.94,1.47,-0.18,swipe_down
2,1774316916.44316,-11.56,1.14,18.2,1.01,1.26,-0.22,swipe_down
2,1774316916.4580274,-10.04,1.94,17.94,1.21,1.1,-0.02,swipe_down
2,1774316916.4635909,-10.28,2.74,17.94,1.21,0.88,0.47,swipe_down
2,1774316916.47382,-9.93,2.28,17.01,1.09,0.73,0.62,swipe_down
2,1774316916.4856377,-9.22,1.69,16.25,1.01,0.62,0.64,swipe_down
2,1774316916.4942968,-8.94,1.44,16.01,0.85,0.52,0.54,swipe_down
2,1774316916.5070682,-8.42,1.24,15.57,0.6,0.38,0.34,swipe_down
2,1774316916.5131176,-7.59,0.91,14.94,0.31,0.22,0.19,swipe_down
2,1774316916.527978,-7.04,0.54,14.27,0.03,0.07,0.1,swipe_down
2,1774316916.5344572,-6.53,0.14,13.54,-0.18,-0.07,0.03,swipe_down
2,1774316916.5475283,-6.08,-0.14,12.73,-0.31,-0.18,-0.01,swipe_down
2,1774316916.5574038,-5.8,-0.37,11.95,-0.37,-0.29,-0.07,swipe_down
2,1774316916.565244,-5.44,-0.53,10.89,-0.38,-0.38,-0.14,swipe_down
2,1774316916.5783122,-5.05,-0.47,9.73,-0.35,-0.43,-0.2,swipe_down
2,1774316916.583696,-4.78,-0.24,8.66,-0.28,-0.42,-0.22,swipe_down
2,1774316916.5947192,-4.74,0.01,7.93,-0.18,-0.37,-0.2,swipe_down
2,1774316916.6042244,-4.81,0.18,7.42,-0.07,-0.32,-0.14,swipe_down
2,1774316916.6222472,-4.89,0.34,7.15,0.05,-0.25,-0.07,swipe_down
2,1774316916.6294441,-4.93,0.45,6.9,0.13,-0.2,-0.01,swipe_down
2,1774316916.6345,-4.92,0.49,6.75,0.17,-0.14,0.03,swipe_down
2,1774316916.6507065,-4.93,0.47,6.73,0.18,-0.1,0.03,swipe_down
2,1774316916.657645,-4.96,0.41,6.8,0.14,-0.07,0.02,swipe_down
2,1774316916.6632,-5.09,0.28,6.89,0.08,-0.05,-0.0,swipe_down
2,1774316916.6778216,-5.22,0.19,6.91,0.0,-0.03,-0.04,swipe_down
2,1774316916.6848297,-5.26,0.18,6.93,-0.06,-0.01,-0.07,swipe_down
2,1774316916.6974156,-5.27,0.17,6.96,-0.1,0.04,-0.08,swipe_down
2,1774316916.7025778,-5.23,0.2,7.07,-0.12,0.11,-0.06,swipe_down
2,1774316916.715368,-5.22,0.17,7.23,-0.12,0.19,-0.02,swipe_down
2,1774316916.7270012,-5.4,0.02,7.65,-0.12,0.25,0.01,swipe_down
2,1774316916.735633,-5.62,-0.11,8.16,-0.12,0.29,0.04,swipe_down
2,1774316916.7475338,-5.79,-0.18,8.6,-0.14,0.29,0.05,swipe_down
2,1774316916.7530751,-5.9,-0.25,8.93,-0.15,0.27,0.05,swipe_down
2,1774316916.7679753,-6.01,-0.35,9.2,-0.18,0.24,0.04,swipe_down
2,1774316916.77345,-6.09,-0.46,9.43,-0.19,0.2,0.01,swipe_down
2,1774316916.7848213,-5.87,-0.44,9.44,-0.15,0.17,-0.0,swipe_down
2,1774316916.7970326,-5.91,-0.19,9.54,-0.1,0.15,0.04,swipe_down
2,1774316916.8027668,-5.73,-0.09,9.42,-0.07,0.16,0.08,swipe_down
2,1774316916.8190434,-5.79,-0.09,9.44,-0.04,0.16,0.09,swipe_down
2,1774316916.8232667,-5.79,-0.1,9.54,-0.04,0.16,0.07,swipe_down
2,1774316916.835282,-5.69,-0.08,9.47,-0.05,0.14,0.04,swipe_down
2,1774316916.8450089,-5.72,-0.05,9.5,-0.06,0.1,0.01,swipe_down
2,1774316916.8544922,-5.74,-0.06,9.56,-0.08,0.05,-0.01,swipe_down
2,1774316916.8692353,-5.64,-0.1,9.37,-0.09,-0.0,-0.02,swipe_down
2,1774316916.8733675,-5.54,-0.05,9.03,-0.07,-0.02,-0.03,swipe_down
2,1774316916.8890734,-5.46,0.03,8.81,-0.05,-0.02,-0.03,swipe_down
2,1774316916.8938408,-5.4,0.01,8.67,-0.05,-0.01,-0.03,swipe_down
2,1774316916.912964,-5.39,-0.12,8.58,-0.04,-0.0,-0.03,swipe_down
2,1774316916.9188359,-5.46,-0.12,8.53,-0.03,0.0,-0.03,swipe_down
2,1774316916.9231267,-5.44,0.0,8.39,-0.02,0.01,-0.04,swipe_down
2,1774316916.9412074,-5.41,0.08,8.26,-0.01,0.02,-0.04,swipe_down
2,1774316916.9457254,-5.63,0.14,8.41,-0.02,0.02,-0.02,swipe_down
2,1774316916.9577844,-5.75,0.12,8.55,-0.05,-0.0,-0.01,swipe_down
2,1774316916.9665017,-5.74,0.14,8.46,-0.07,-0.03,0.0,swipe_down
2,1774316916.9749234,-5.53,0.12,8.27,-0.08,-0.03,0.0,swipe_down
2,1774316916.9910674,-5.41,0.1,7.98,-0.08,0.01,0.01,swipe_down
2,1774316916.9948287,-5.54,0.08,8.2,-0.06,0.04,0.03,swipe_down
2,1774316917.011485,-5.86,-0.0,8.63,-0.08,0.04,0.04,swipe_down
2,1774316917.0174317,-5.91,-0.04,8.69,-0.09,0.02,0.02,swipe_down
2,1774316917.0235,-5.81,-0.01,8.61,-0.08,-0.01,0.0,swipe_down
2,1774316917.0340276,-5.57,-0.0,8.44,-0.07,-0.0,-0.0,swipe_down
2,1774316917.0432787,-5.31,-0.06,8.2,-0.04,0.04,0.01,swipe_down
2,1774316917.057578,-5.21,-0.12,8.18,0.0,0.11,0.04,swipe_down
2,1774316917.0631766,-5.47,-0.17,8.53,0.02,0.15,0.05,swipe_down
2,1774316917.0772378,-5.75,-0.18,8.94,0.0,0.13,0.03,swipe_down
2,1774316917.0859537,-5.88,-0.14,8.99,-0.04,0.09,-0.01,swipe_down
2,1774316917.0977657,-5.84,-0.04,8.97,-0.07,0.04,-0.04,swipe_down
2,1774316917.1071732,-5.88,-0.0,8.98,-0.08,0.01,-0.05,swipe_down
2,1774316917.1147535,-5.89,-0.02,8.98,-0.06,-0.03,-0.03,swipe_down
2,1774316917.12681,-5.86,-0.02,8.92,-0.04,-0.05,-0.02,swipe_down
2,1774316917.134163,-5.8,-0.0,8.84,-0.03,-0.07,-0.02,swipe_down
2,1774316917.1510699,-5.73,0.06,8.84,-0.03,-0.07,-0.03,swipe_down
2,1774316917.1557472,-5.53,0.07,8.71,-0.05,-0.07,-0.04,swipe_down
2,1774316917.1700683,-5.45,0.08,8.59,-0.06,-0.06,-0.04,swipe_down
2,1774316917.175303,-5.41,0.13,8.53,-0.07,-0.05,-0.04,swipe_down
2,1774316917.1862714,-5.36,0.14,8.42,-0.07,-0.03,-0.04,swipe_down
2,1774316917.1975808,-5.36,0.13,8.37,-0.07,-0.01,-0.04,swipe_down
2,1774316917.2034287,-5.48,0.19,8.43,-0.06,0.01,-0.03,swipe_down
2,1774316917.2210875,-5.49,0.22,8.46,-0.05,0.01,-0.01,swipe_down
2,1774316917.224575,-5.48,0.18,8.45,-0.04,0.01,0.0,swipe_down
2,1774316917.2394292,-5.54,0.16,8.46,-0.04,0.02,0.02,swipe_down
2,1774316917.244338,-5.65,0.14,8.54,-0.05,0.02,0.02,swipe_down
2,1774316917.257188,-5.6,0.09,8.53,-0.06,0.01,0.01,swipe_down
2,1774316917.2651618,-5.52,-0.02,8.49,-0.07,0.02,0.01,swipe_down
2,1774316917.2790267,-5.52,-0.08,8.51,-0.07,0.03,0.02,swipe_down
2,1774316917.2859445,-5.6,-0.09,8.56,-0.07,0.03,0.02,swipe_down
2,1774316917.293308,-5.6,-0.07,8.56,-0.07,0.04,0.01,swipe_down
2,1774316917.3078766,-5.56,-0.09,8.61,-0.06,0.05,0.01,swipe_down
2,1774316917.3154838,-5.57,-0.14,8.69,-0.06,0.04,0.01,swipe_down
2,1774316917.3279927,-5.6,-0.15,8.7,-0.06,0.03,0.01,swipe_down
2,1774316917.3335996,-5.6,-0.13,8.65,-0.07,0.03,-0.0,swipe_down
2,1774316917.349543,-5.54,-0.1,8.61,-0.07,0.03,-0.02,swipe_down
2,1774316917.3540134,-5.57,-0.07,8.68,-0.06,0.03,-0.01,swipe_down
3,1774316920.3090484,2.05,-0.69,10.6,-0.05,-0.03,-0.06,swipe_down
3,1774316920.3170948,2.02,-0.62,10.56,-0.06,-0.04,-0.07,swipe_down
3,1774316920.3252404,2.01,-0.59,10.49,-0.07,-0.04,-0.09,swipe_down
3,1774316920.335856,2.02,-0.59,10.51,-0.07,-0.03,-0.09,swipe_down
3,1774316920.3430011,2.03,-0.65,10.53,-0.07,-0.03,-0.08,swipe_down
3,1774316920.3552854,2.02,-0.69,10.56,-0.06,-0.02,-0.06,swipe_down
3,1774316920.3633716,1.96,-0.74,10.67,-0.05,-0.02,-0.05,swipe_down
3,1774316920.3797197,1.81,-0.78,10.73,-0.03,-0.04,-0.05,swipe_down
3,1774316920.3837535,1.71,-0.78,10.79,-0.01,-0.07,-0.06,swipe_down
3,1774316920.3949304,1.7,-0.78,10.7,0.01,-0.1,-0.07,swipe_down
3,1774316920.4070988,1.73,-0.8,10.55,0.04,-0.12,-0.08,swipe_down
3,1774316920.4151871,1.73,-0.88,10.54,0.07,-0.14,-0.08,swipe_down
3,1774316920.427296,1.72,-0.93,10.47,0.11,-0.15,-0.08,swipe_down
3,1774316920.4339132,1.73,-0.94,10.4,0.15,-0.17,-0.09,swipe_down
3,1774316920.4490602,1.73,-1.04,10.26,0.2,-0.2,-0.1,swipe_down
3,1774316920.4540865,1.73,-1.09,10.19,0.24,-0.23,-0.11,swipe_down
3,1774316920.4695187,1.72,-1.06,10.03,0.29,-0.27,-0.12,swipe_down
